insee,commune,departement,travail_insee,travail_commune,travail_departement,latitude,longitude,emplois,habitants,menages,pers_par_menages,unite_conso_menages,revenu_median,travail_latitude,travail_longitude,travail_emplois,distance_oiseau_km,distance_auto_km,duree_auto_minutes,distance_velo_km,duree_velo_minutes,2009,2014,2009_inter,2014_inter,2009_extra,2014_extra,2009_extra_travail_commune,extra_travail_commune_2014
30256,SAINT-GERVAIS,30,30028,BAGNOLS-SUR-CEZE,30,44.19504683,4.579251704,17,691,320,739,507,21571,44.16224967,4.624773809,2737,5.1,7.2,11,7.2,33,0,321,0,44,0,276,0,138
30257,SAINT-GERVASY,30,30189,NIMES,30,43.87452308,4.46960919,70,1793,697,1890,1216,19081,43.84493839,4.34806797,22719,10.3,13.9,24,13.9,59,660,715,144,165,516,550,272,290
30258,SAINT-GILLES,30,30189,NIMES,30,43.65828809,4.407784278,1102,13326,5531,14124,9266,15806,43.84493839,4.34806797,22719,21.3,31.0,40,25.7,111,4722,4438,2157,2163,2565,2275,1042,775
30258,SAINT-GILLES,30,13004,ARLES,13,43.65828809,4.407784278,1102,13326,5531,14124,9266,15806,43.54686924,4.662156426,6743,23.9,35.6,36,35.6,160,4722,4438,2157,2163,2565,2275,331,321
30258,SAINT-GILLES,30,30125,GARONS,30,43.65828809,4.407784278,1102,13326,5531,14124,9266,15806,43.77173577,4.438485619,553,12.9,17.9,23,15.2,65,4722,4438,2157,2163,2565,2275,152,109
30259,SAINT-HILAIRE-DE-BRETHMAS,30,30189,NIMES,30,44.09207594,4.123818981,532,4200,1830,4436,2996,19853,43.84493839,4.34806797,22719,32.8,36.9,33,40.3,175,1664,1620,358,402,1306,1217,119,156
30259,SAINT-HILAIRE-DE-BRETHMAS,30,30007,ALES,30,44.09207594,4.123818981,532,4200,1830,4436,2996,19853,44.12500991,4.088285013,6385,4.6,5.6,11,5.6,24,1664,1620,358,402,1306,1217,748,729
30270,SAINT-JEAN-DU-PIN,30,30007,ALES,30,44.11642327,4.032739858,27,1428,614,1501,1012,19609,44.12500991,4.088285013,6385,4.5,6.2,13,6.0,26,535,557,131,116,404,441,241,276
30273,SAINT-JULIEN-DE-PEYROLAS,30,30202,PONT-SAINT-ESPRIT,30,44.28322275,4.568728098,50,1342,544,1352,903,19400,44.25266371,4.639019458,994,6.5,8.0,12,7.6,31,469,570,140,121,330,449,106,121
30274,SAINT-JULIEN-LES-ROSIERS,30,30007,ALES,30,44.18997173,4.100398324,153,3295,1352,3384,2257,19362,44.12500991,4.088285013,6385,7.3,7.7,18,8.4,39,1264,1262,169,194,1096,1068,612,649
30276,SAINT-LAURENT-D'AIGOUZE,30,34172,MONTPELLIER,34,43.57046674,4.242575769,217,3448,1574,3638,2488,19907,43.61344091,3.868516579,38976,30.5,39.2,44,41.3,175,1431,1508,364,443,1067,1065,110,141
30276,SAINT-LAURENT-D'AIGOUZE,30,30189,NIMES,30,43.57046674,4.242575769,217,3448,1574,3638,2488,19907,43.84493839,4.34806797,22719,31.7,48.2,51,40.2,178,0,1508,0,443,0,1065,0,120
30276,SAINT-LAURENT-D'AIGOUZE,30,30133,LE GRAU-DU-ROI,30,43.57046674,4.242575769,217,3448,1574,3638,2488,19907,43.50728109,4.166229487,1207,9.3,16.9,25,15.5,67,1431,1508,364,443,1067,1065,161,148
30276,SAINT-LAURENT-D'AIGOUZE,30,30003,AIGUES-MORTES,30,43.57046674,4.242575769,217,3448,1574,3638,2488,19907,43.55072496,4.183498021,828,5.2,8.6,20,8.2,34,1431,1508,364,443,1067,1065,205,114
30278,SAINT-LAURENT-DES-ARBRES,30,30028,BAGNOLS-SUR-CEZE,30,44.05569974,4.692430629,226,2829,1059,2872,1836,21460,44.16224967,4.624773809,2737,13.0,16.2,21,15.1,63,0,1172,0,204,0,968,0,112
30278,SAINT-LAURENT-DES-ARBRES,30,84007,AVIGNON,84,44.05569974,4.692430629,226,2829,1059,2872,1836,21460,43.93524483,4.840715725,18441,17.9,24.7,37,24.5,106,1074,1172,214,204,860,968,184,263
30281,SAINT-MAMERT-DU-GARD,30,30189,NIMES,30,43.88342801,4.17283449,59,1600,614,1618,1050,19810,43.84493839,4.34806797,22719,14.7,18.7,21,17.4,82,619,666,131,165,488,502,311,284
30284,SAINT-MARTIN-DE-VALGALGUES,30,30007,ALES,30,44.16588286,4.075000361,324,4325,1862,4275,2936,17353,44.12500991,4.088285013,6385,4.7,6.0,14,5.9,26,1418,1314,269,293,1149,1021,713,573
30286,SAINT-MAXIMIN,30,30334,UZES,30,43.98810193,4.455164504,18,705,309,737,499,20244,44.01365904,4.416000316,1634,4.2,6.1,11,4.9,25,284,0,56,0,228,0,104,0
30288,SAINT-NAZAIRE,30,30028,BAGNOLS-SUR-CEZE,30,44.20008736,4.62191806,62,1192,512,1218,821,17407,44.16224967,4.624773809,2737,4.2,4.9,9,5.6,24,420,429,48,56,372,374,112,111
30290,SAINT-PAULET-DE-CAISSON,30,30202,PONT-SAINT-ESPRIT,30,44.26078886,4.586822116,106,1788,725,1792,1205,20702,44.25266371,4.639019458,994,4.3,4.9,8,4.9,20,782,763,189,175,594,588,144,175
30290,SAINT-PAULET-DE-CAISSON,30,30028,BAGNOLS-SUR-CEZE,30,44.26078886,4.586822116,106,1788,725,1792,1205,20702,44.16224967,4.624773809,2737,11.4,15.6,25,15.4,64,782,0,189,0,594,0,120,0
30294,SAINT-PRIVAT-DES-VIEUX,30,30007,ALES,30,44.141686,4.130633518,479,5083,2192,5269,3567,20557,44.12500991,4.088285013,6385,3.9,4.4,10,5.3,23,1911,1880,435,422,1476,1457,965,934
30295,SAINT-QUENTIN-LA-POTERIE,30,30334,UZES,30,44.05733707,4.438724251,209,2951,1308,2917,2030,19370,44.01365904,4.416000316,1634,5.2,7.1,11,6.0,31,1247,1071,404,336,843,734,414,299
30298,SAINT-SEBASTIEN-D'AIGREFEUILLE,30,30007,ALES,30,44.11468705,3.990300451,12,536,215,483,338,19866,44.12500991,4.088285013,6385,7.9,10.3,23,10.1,42,235,0,21,0,215,0,104,0
30299,SAINT-SIFFRET,30,30334,UZES,30,44.01535961,4.46857346,43,1045,413,982,672,21717,44.01365904,4.416000316,1634,4.2,5.9,9,5.2,30,377,0,108,0,269,0,104,0
30302,SAINT-VICTOR-LA-COSTE,30,30028,BAGNOLS-SUR-CEZE,30,44.05512185,4.641625939,63,2009,813,2048,1362,21674,44.16224967,4.624773809,2737,12.0,16.0,22,15.0,69,790,863,158,187,632,676,146,143
30302,SAINT-VICTOR-LA-COSTE,30,30141,LAUDUN-L'ARDOISE,30,44.05512185,4.641625939,63,2009,813,2048,1362,21674,44.10295683,4.663895131,840,5.6,7.0,10,7.0,29,0,863,0,187,0,676,0,113
30305,SALINDRES,30,30007,ALES,30,44.1650141,4.161358367,385,3229,1463,3260,2258,18213,44.12500991,4.088285013,6385,7.3,8.4,16,9.3,40,1010,1073,376,393,634,680,372,348
30307,LES SALLES-DU-GARDON,30,30132,LA GRAND-COMBE,30,44.19460384,4.01746804,164,2631,1161,2491,1755,15297,44.22715122,4.029849021,416,3.8,9.9,19,6.2,28,529,616,112,167,417,450,124,111
30307,LES SALLES-DU-GARDON,30,30007,ALES,30,44.19460384,4.01746804,164,2631,1161,2491,1755,15297,44.12500991,4.088285013,6385,9.6,14.8,24,13.0,54,529,616,112,167,417,450,172,136
30311,SAUVE,30,30210,QUISSAC,30,43.93736359,3.954659856,142,1970,806,1721,1212,17616,43.91799347,3.997222518,360,4.0,5.4,8,4.7,24,689,0,300,0,389,0,101,0
30312,SAUVETERRE,30,84007,AVIGNON,84,44.01680588,4.808903204,73,1909,791,2032,1335,21573,43.93524483,4.840715725,18441,9.4,18.8,30,14.7,66,766,781,125,136,641,645,175,240
30313,SAUZET,30,30189,NIMES,30,43.96225746,4.217394611,25,737,273,683,452,20901,43.84493839,4.34806797,22719,16.7,19.4,22,20.4,92,0,331,0,42,0,289,0,117
30315,SAZE,30,84007,AVIGNON,84,43.9447,4.698265389,90,1971,799,1992,1328,21629,43.93524483,4.840715725,18441,11.5,15.4,26,18.0,77,822,917,152,133,669,784,297,318
30317,SERNHAC,30,30189,NIMES,30,43.91190262,4.560967106,83,1728,637,1589,1051,18884,43.84493839,4.34806797,22719,18.6,21.9,36,22.4,98,676,815,146,161,530,654,127,181
30317,SERNHAC,30,30212,REMOULINS,30,43.91190262,4.560967106,83,1728,637,1589,1051,18884,43.94057193,4.564889387,414,3.2,4.1,7,4.0,18,0,815,0,161,0,654,0,101
30321,SOMMIERES,30,34172,MONTPELLIER,34,43.77561185,4.082327439,709,4644,1969,4384,3016,16809,43.61344091,3.868516579,38976,24.9,36.5,40,29.9,141,1575,1533,632,602,943,931,177,138
30321,SOMMIERES,30,30189,NIMES,30,43.77561185,4.082327439,709,4644,1969,4384,3016,16809,43.84493839,4.34806797,22719,22.7,31.2,39,28.4,123,0,1533,0,602,0,931,0,115
30321,SOMMIERES,30,34145,LUNEL,34,43.77561185,4.082327439,709,4644,1969,4384,3016,16809,43.68204818,4.135664723,2837,11.3,13.2,15,14.1,65,1575,1533,632,602,943,931,105,100
30326,TAVEL,30,84007,AVIGNON,84,44.00910671,4.691931516,183,1915,804,1918,1297,20438,43.93524483,4.840715725,18441,14.5,19.5,33,20.0,86,851,878,341,278,510,600,129,171
30331,TRESQUES,30,30028,BAGNOLS-SUR-CEZE,30,44.11698174,4.592823075,159,1774,748,1748,1206,22760,44.16224967,4.624773809,2737,5.6,6.9,10,7.1,32,754,694,188,108,567,585,290,280
30333,UCHAUD,30,34172,MONTPELLIER,34,43.75908655,4.265057483,176,4230,1745,4313,2866,18840,43.61344091,3.868516579,38976,35.8,43.6,48,43.1,196,0,1621,0,297,0,1324,0,100
30333,UCHAUD,30,30189,NIMES,30,43.75908655,4.265057483,176,4230,1745,4313,2866,18840,43.84493839,4.34806797,22719,11.6,16.4,29,14.2,60,1544,1621,253,297,1291,1324,584,518
30334,UZES,30,30189,NIMES,30,44.01365904,4.416000316,1634,8569,4132,8394,6046,17779,43.84493839,4.34806797,22719,19.5,28.8,33,26.2,117,2604,2674,1664,1717,940,957,200,192
30334,UZES,30,30174,MONTAREN-ET-SAINT-MEDIERS,30,44.01365904,4.416000316,1634,8569,4132,8394,6046,17779,44.04461919,4.382968785,142,4.3,5.8,8,5.3,21,0,2674,0,1717,0,957,0,124
30341,VAUVERT,30,30006,AIMARGUES,30,43.62584685,4.305970933,1066,11353,4787,11721,7832,17507,43.67178037,4.203751001,582,9.7,16.7,22,12.2,54,3893,3758,1475,1591,2419,2167,147,114
30341,VAUVERT,30,30189,NIMES,30,43.62584685,4.305970933,1066,11353,4787,11721,7832,17507,43.84493839,4.34806797,22719,24.6,32.8,47,30.6,130,3893,3758,1475,1591,2419,2167,745,672
30341,VAUVERT,30,30344,VERGEZE,30,43.62584685,4.305970933,1066,11353,4787,11721,7832,17507,43.73753604,4.233609905,607,13.7,15.3,21,15.8,65,3893,3758,1475,1591,2419,2167,273,210
30341,VAUVERT,30,34172,MONTPELLIER,34,43.62584685,4.305970933,1066,11353,4787,11721,7832,17507,43.61344091,3.868516579,38976,35.3,54.5,55,44.6,196,3893,3758,1475,1591,2419,2167,154,135
30342,VENEJAN,30,30028,BAGNOLS-SUR-CEZE,30,44.1985145,4.668164494,79,1211,501,1257,841,23602,44.16224967,4.624773809,2737,5.3,7.8,14,7.4,36,508,517,117,140,391,377,117,128
30344,VERGEZE,30,30189,NIMES,30,43.73753604,4.233609905,607,5057,2036,5134,3395,20805,43.84493839,4.34806797,22719,15.1,20.6,30,18.7,78,1673,2076,529,547,1144,1530,330,471
30344,VERGEZE,30,34172,MONTPELLIER,34,43.73753604,4.233609905,607,5057,2036,5134,3395,20805,43.61344091,3.868516579,38976,32.5,39.8,41,39.7,183,1673,2076,529,547,1144,1530,116,176
30346,VERS-PONT-DU-GARD,30,30334,UZES,30,43.96684588,4.519450602,120,1859,761,1866,1250,20163,44.01365904,4.416000316,1634,9.8,11.6,15,11.1,50,0,828,0,220,0,608,0,110
30346,VERS-PONT-DU-GARD,30,30212,REMOULINS,30,43.96684588,4.519450602,120,1859,761,1866,1250,20163,43.94057193,4.564889387,414,4.7,6.0,9,6.5,29,792,0,192,0,600,0,132,0
30347,VESTRIC-ET-CANDIAC,30,30189,NIMES,30,43.73607087,4.264521946,145,1420,506,1377,894,19539,43.84493839,4.34806797,22719,13.8,19.5,30,16.9,70,536,616,102,134,435,482,171,182
30348,VEZENOBRES,30,30189,NIMES,30,44.05104803,4.134551826,173,1756,793,1792,1234,19961,43.84493839,4.34806797,22719,28.6,31.6,29,34.0,148,660,0,132,0,527,0,105,0
30348,VEZENOBRES,30,30007,ALES,30,44.05104803,4.134551826,173,1756,793,1792,1234,19961,44.12500991,4.088285013,6385,9.0,10.9,14,10.7,45,660,670,132,194,527,476,230,190
30351,VILLENEUVE-LES-AVIGNON,30,30011,LES ANGLES,30,43.97716736,4.794660407,1004,11716,5529,12231,8567,25253,43.94668029,4.752552562,1120,4.8,6.1,14,7.6,34,4759,4625,1208,1271,3551,3354,281,289
30351,VILLENEUVE-LES-AVIGNON,30,84092,LE PONTET,84,43.97716736,4.794660407,1004,11716,5529,12231,8567,25253,43.96839035,4.865495908,3232,5.8,12.5,21,10.8,48,4759,4625,1208,1271,3551,3354,143,111
30351,VILLENEUVE-LES-AVIGNON,30,30028,BAGNOLS-SUR-CEZE,30,43.97716736,4.794660407,1004,11716,5529,12231,8567,25253,44.16224967,4.624773809,2737,24.7,32.2,38,31.4,138,4759,4625,1208,1271,3551,3354,115,120
30351,VILLENEUVE-LES-AVIGNON,30,84007,AVIGNON,84,43.97716736,4.794660407,1004,11716,5529,12231,8567,25253,43.93524483,4.840715725,18441,5.9,13.8,28,9.5,42,4759,4625,1208,1271,3551,3354,1768,1678
30352,VILLEVIEILLE,30,34172,MONTPELLIER,34,43.7960985,4.100748986,89,1676,724,1781,1194,20947,43.61344091,3.868516579,38976,27.6,40.4,47,33.3,154,609,0,114,0,495,0,110,0
30356,RODILHAN,30,30189,NIMES,30,43.82550394,4.434106691,159,2923,1201,2821,1926,20685,43.84493839,4.34806797,22719,7.2,10.0,21,9.8,42,989,1226,202,180,787,1046,586,663
31003,AIGREFEUILLE,31,31555,TOULOUSE,31,43.56936359,1.584214454,28,1189,407,1272,788,27923,43.59638143,1.431672934,71878,12.7,25.8,33,16.0,68,521,645,66,88,455,557,246,259
31004,AYGUESVIVES,31,31555,TOULOUSE,31,43.42902439,1.594394489,146,2538,953,2677,1698,25316,43.59638143,1.431672934,71878,22.8,34.0,33,26.6,110,1033,1235,218,211,815,1023,291,428
31022,AUCAMVILLE,31,31149,COLOMIERS,31,43.67139681,1.423709108,1028,8132,3760,8349,5762,20769,43.61155151,1.327002184,6448,10.2,16.8,23,15.1,67,0,4037,0,799,0,3238,0,150
31022,AUCAMVILLE,31,31182,FENOUILLET,31,43.67139681,1.423709108,1028,8132,3760,8349,5762,20769,43.6848099,1.390520535,1253,3.1,4.9,10,4.4,19,4036,0,666,0,3370,0,106,0
31022,AUCAMVILLE,31,31069,BLAGNAC,31,43.67139681,1.423709108,1028,8132,3760,8349,5762,20769,43.64218679,1.378869411,6700,4.9,11.8,18,10.2,44,4036,4037,666,799,3370,3238,181,165
31022,AUCAMVILLE,31,31555,TOULOUSE,31,43.67139681,1.423709108,1028,8132,3760,8349,5762,20769,43.59638143,1.431672934,71878,8.4,10.8,20,9.6,41,4036,4037,666,799,3370,3238,1774,1714
31022,AUCAMVILLE,31,31044,BALMA,31,43.67139681,1.423709108,1028,8132,3760,8349,5762,20769,43.61152587,1.504591383,3761,9.3,12.2,21,12.1,52,0,4037,0,799,0,3238,0,105
31022,AUCAMVILLE,31,31467,SAINT-ALBAN,31,43.67139681,1.423709108,1028,8132,3760,8349,5762,20769,43.69277089,1.412605248,1208,2.5,3.0,7,3.1,13,4036,0,666,0,3370,0,106,0
31025,AUREVILLE,31,31555,TOULOUSE,31,43.48041615,1.457122696,30,826,306,875,556,31425,43.59638143,1.431672934,71878,13.1,28.5,29,16.4,69,301,390,52,72,249,318,156,182
31026,AURIAC-SUR-VENDINELLE,31,31555,TOULOUSE,31,43.51940883,1.824403146,33,1008,432,1005,688,21268,43.59638143,1.431672934,71878,32.8,54.0,50,40.9,171,400,482,88,103,312,379,112,138
31032,AUSSONNE,31,31555,TOULOUSE,31,43.68360345,1.328870549,417,6922,2691,6995,4556,24255,43.59638143,1.431672934,71878,12.8,16.7,22,15.2,64,2918,3173,498,532,2420,2641,1080,1093
31032,AUSSONNE,31,31149,COLOMIERS,31,43.68360345,1.328870549,417,6922,2691,6995,4556,24255,43.61155151,1.327002184,6448,8.0,11.9,20,10.7,46,2918,3173,498,532,2420,2641,280,250
31032,AUSSONNE,31,31069,BLAGNAC,31,43.68360345,1.328870549,417,6922,2691,6995,4556,24255,43.64218679,1.378869411,6700,6.1,8.8,13,8.0,34,2918,3173,498,532,2420,2641,431,561
31033,AUTERIVE,31,9225,PAMIERS,9,43.35959916,1.477427966,1245,9232,4113,9841,6599,19926,43.12348607,1.61523399,2853,28.5,31.5,34,34.0,144,3996,3852,1364,1392,2632,2460,104,109
31033,AUTERIVE,31,31433,PORTET-SUR-GARONNE,31,43.35959916,1.477427966,1245,9232,4113,9841,6599,19926,43.52939527,1.402519557,3147,19.8,24.5,27,25.5,107,3996,3852,1364,1392,2632,2460,121,115
31033,AUTERIVE,31,31395,MURET,31,43.35959916,1.477427966,1245,9232,4113,9841,6599,19926,43.44910778,1.307846794,3402,16.9,33.9,33,22.4,94,3996,3852,1364,1392,2632,2460,156,154
31033,AUTERIVE,31,31555,TOULOUSE,31,43.35959916,1.477427966,1245,9232,4113,9841,6599,19926,43.59638143,1.431672934,71878,26.6,35.9,37,31.4,139,3996,3852,1364,1392,2632,2460,1088,1077
31035,AUZEVILLE-TOLOSANE,31,31555,TOULOUSE,31,43.52861226,1.48721979,434,3575,1297,3193,2139,27910,43.59638143,1.431672934,71878,8.8,20.6,27,10.8,47,1158,1306,250,313,908,993,532,567
31036,AUZIELLE,31,31555,TOULOUSE,31,43.54014077,1.56831984,41,1242,562,1491,978,27208,43.59638143,1.431672934,71878,12.7,25.8,34,15.8,68,674,606,106,87,568,519,288,232
31037,AVIGNONET-LAURAGAIS,31,31555,TOULOUSE,31,43.3769713,1.772727048,126,1443,586,1477,975,21932,43.59638143,1.431672934,71878,36.8,49.0,42,44.6,183,545,634,134,128,411,506,155,157
31037,AVIGNONET-LAURAGAIS,31,31582,VILLEFRANCHE-DE-LAURAGAIS,31,43.3769713,1.772727048,126,1443,586,1477,975,21932,43.40677927,1.719651267,792,5.4,7.2,11,7.3,34,545,0,134,0,411,0,102,0
31038,AZAS,31,31555,TOULOUSE,31,43.72004771,1.674373588,16,620,227,631,401,24294,43.59638143,1.431672934,71878,23.9,34.8,36,29.8,128,0,305,0,34,0,271,0,111
31044,BALMA,31,31506,SAINT-ORENS-DE-GAMEVILLE,31,43.61152587,1.504591383,3761,15319,6610,15371,10490,26374,43.55907877,1.535137106,1756,6.3,11.4,16,8.4,38,0,6397,0,1675,0,4722,0,111
31044,BALMA,31,31254,LABEGE,31,43.61152587,1.504591383,3761,15319,6610,15371,10490,26374,43.53913772,1.520620711,5630,8.2,12.0,18,10.7,47,5580,6397,1368,1675,4213,4722,203,182
31044,BALMA,31,31149,COLOMIERS,31,43.61152587,1.504591383,3761,15319,6610,15371,10490,26374,43.61155151,1.327002184,6448,14.3,23.9,25,17.3,80,5580,0,1368,0,4213,0,105,0
31044,BALMA,31,31069,BLAGNAC,31,43.61152587,1.504591383,3761,15319,6610,15371,10490,26374,43.64218679,1.378869411,6700,10.7,18.8,21,13.9,62,5580,6397,1368,1675,4213,4722,204,278
31044,BALMA,31,31555,TOULOUSE,31,43.61152587,1.504591383,3761,15319,6610,15371,10490,26374,43.59638143,1.431672934,71878,6.1,17.8,22,7.2,32,5580,6397,1368,1675,4213,4722,2605,2685
31048,BAZIEGE,31,31254,LABEGE,31,43.46223674,1.627995813,221,3263,1276,3353,2180,22494,43.53913772,1.520620711,5630,12.2,14.5,20,15.8,69,1500,1502,306,298,1194,1203,141,137
31048,BAZIEGE,31,31555,TOULOUSE,31,43.46223674,1.627995813,221,3263,1276,3353,2180,22494,43.59638143,1.431672934,71878,21.8,33.5,32,26.8,116,1500,1502,306,298,1194,1203,488,484
31049,BAZUS,31,31555,TOULOUSE,31,43.73574417,1.519604643,25,570,223,583,384,25467,43.59638143,1.431672934,71878,17.0,31.3,30,20.1,92,262,0,44,0,217,0,113,0
31052,BEAUMONT-SUR-LEZE,31,31555,TOULOUSE,31,43.37984403,1.356102088,81,1534,602,1578,1040,22380,43.59638143,1.431672934,71878,24.8,32.9,35,30.1,129,691,686,122,136,569,550,240,225
31053,BEAUPUY,31,31555,TOULOUSE,31,43.6525825,1.558698795,95,1279,441,1204,787,26825,43.59638143,1.431672934,71878,12.0,20.5,27,14.6,63,551,477,106,68,445,410,228,193
31056,BEAUZELLE,31,31555,TOULOUSE,31,43.66778371,1.374089063,671,6111,2508,6101,4098,23978,43.59638143,1.431672934,71878,9.2,15.7,20,10.7,46,2340,2796,391,482,1949,2314,853,1037
31056,BEAUZELLE,31,31069,BLAGNAC,31,43.66778371,1.374089063,671,6111,2508,6101,4098,23978,43.64218679,1.378869411,6700,2.9,4.5,10,3.7,17,2340,2796,391,482,1949,2314,542,601
31056,BEAUZELLE,31,31149,COLOMIERS,31,43.66778371,1.374089063,671,6111,2508,6101,4098,23978,43.61155151,1.327002184,6448,7.3,16.4,19,11.9,51,2340,2796,391,482,1949,2314,138,155
31057,BELBERAUD,31,31555,TOULOUSE,31,43.50377943,1.569723393,113,1340,479,1394,891,26397,43.59638143,1.431672934,71878,15.2,25.8,34,18.5,80,572,655,92,90,480,565,228,275
31065,BERAT,31,31395,MURET,31,43.37791071,1.17131231,89,2919,1046,3007,1891,20996,43.44910778,1.307846794,3402,13.6,25.9,20,16.4,68,1230,1357,257,212,973,1144,133,141
31065,BERAT,31,31555,TOULOUSE,31,43.37791071,1.17131231,89,2919,1046,3007,1891,20996,43.59638143,1.431672934,71878,32.1,51.0,42,37.3,158,1230,1357,257,212,973,1144,353,387
31066,BESSIERES,31,31555,TOULOUSE,31,43.79699576,1.586182442,440,3777,1507,3652,2424,20379,43.59638143,1.431672934,71878,25.5,38.5,37,30.9,143,1332,1591,400,421,932,1170,392,320
31069,BLAGNAC,31,31056,BEAUZELLE,31,43.64218679,1.378869411,6700,23416,10393,22325,15626,23156,43.66778371,1.374089063,671,2.9,5.6,9,3.8,17,0,11222,0,4861,0,6361,0,108
31069,BLAGNAC,31,31557,TOURNEFEUILLE,31,43.64218679,1.378869411,6700,23416,10393,22325,15626,23156,43.57819186,1.335006978,1958,7.9,11.6,17,11.3,49,0,11222,0,4861,0,6361,0,106
31069,BLAGNAC,31,31150,CORNEBARRIEU,31,43.64218679,1.378869411,6700,23416,10393,22325,15626,23156,43.64862657,1.322429646,1048,4.6,6.2,12,6.0,26,10541,11222,4514,4861,6028,6361,152,153
31069,BLAGNAC,31,31254,LABEGE,31,43.64218679,1.378869411,6700,23416,10393,22325,15626,23156,43.53913772,1.520620711,5630,16.2,22.9,28,20.4,87,0,11222,0,4861,0,6361,0,106
31069,BLAGNAC,31,31044,BALMA,31,43.64218679,1.378869411,6700,23416,10393,22325,15626,23156,43.61152587,1.504591383,3761,10.7,20.4,24,14.1,62,10541,11222,4514,4861,6028,6361,120,127
31069,BLAGNAC,31,31149,COLOMIERS,31,43.64218679,1.378869411,6700,23416,10393,22325,15626,23156,43.61155151,1.327002184,6448,5.4,10.8,14,10.7,46,10541,11222,4514,4861,6028,6361,574,603
31069,BLAGNAC,31,31555,TOULOUSE,31,43.64218679,1.378869411,6700,23416,10393,22325,15626,23156,43.59638143,1.431672934,71878,6.6,10.1,15,8.2,35,10541,11222,4514,4861,6028,6361,3777,3888
31075,BONREPOS-SUR-AUSSONNELLE,31,31555,TOULOUSE,31,43.5441108,1.137017962,44,1093,392,1158,718,25063,43.59638143,1.431672934,71878,24.4,33.8,31,27.6,118,415,554,62,142,353,413,149,171
31079,BOULOC,31,31555,TOULOUSE,31,43.79580038,1.41918914,252,4408,1731,4622,2986,23475,43.59638143,1.431672934,71878,22.2,27.1,30,25.9,111,2025,2037,335,374,1690,1664,690,582
31079,BOULOC,31,31069,BLAGNAC,31,43.79580038,1.41918914,252,4408,1731,4622,2986,23475,43.64218679,1.378869411,6700,17.4,28.2,28,24.0,108,0,2037,0,374,0,1664,0,191
