commune;insee;total_personne_entrante;total_personne_partante;Balance;;km_parcourut_entrant;km_parcourut_partant;Balance_des_km_parcourut;total_emissionCO2_km_entrant;CO2_km;emissionCO2_km_sortant;emissionCO2_km_balance_km_total;total_des_revenus_medians_des_communes_entrantes;total_des_revenus_medians_des_communes_entrantes;balance_des_revenus_medians;km_moyen_par_les_partants;km_moyen_par_les_entrants;Balance_deskm_parEnt_Sor;emissionCO2_km_total_km_partant;emissionCO2_km_total_km_entrant;emissionCO2_km_balance;Minute_emi_par_km;total_min_emi;total_min_immi;total_balance_min;taux_emploi;emplois;habitants;menages;pers_par_menages;unite_conso_menages;revenu_median;Nombre_actifs_2015;inter_voiture;extra_voiture;extra_sansvoiture;avec voiture ;sansvoiture;Inter_voiture_ternary;extra_voiture_ternary;sansvoiture_ternary;2015_extra_csp1;2015_extra_csp2;2015_extra_csp3;cadre_extra_ternary;inter_extra_ternary;ouvrier_extra_ternary;2015_inter_csp1;2015_inter_csp2;2015_inter_csp3;cadre_intra_ternary;inter_intra_ternary;ouvrier_intra_ternary;INTRA_CADRE;OUVRIER_INTRA
PESSAN;32312;0;194;-194;;0;10;-10;0;;1350;-1350;0;21583;21583;19.4;0;-19.4;2619;0;-2619;#DIV/0!;8.5;0;8.5;45;20;680;274;673;455;21583;306;40;242;24;92.15686275;7.843137255;13.07189542;79.08496732;7.843137255;32;86;133;12.74900398;34.26294821;52.98804781;673;19;16;95.05649718;2.683615819;2.259887006;CADRE_EN_MASSE;OUVRIER_EN_MASSE
BEAULIEU;34027;0;195;-195;;0;33;-33;0;;4455;-4455;0;22987;22987;5.909090909;0;-5.909090909;797.7272727;0;-797.7272727;#DIV/0!;20;0;20;46.06205251;59;1676;635;1683;1105;22987;772;87;568;117;84.84455959;15.15544041;11.26943005;73.57512953;15.15544041;199;205;229;31.43759874;32.38546603;36.17693523;1683;66;58;93.13779745;3.652462645;3.2097399;CADRE_EN_MASSE;OUVRIER_EN_MASSE
CHANAC;48039;0;195;-195;;0;22;-22;0;;2970;-2970;0;20509;20509;8.863636364;0;-8.863636364;1196.590909;0;-1196.590909;#DIV/0!;15;0;15;44.21629021;164;1461;565;1386;924;20509;646;120;400;125;80.62015504;19.37984496;18.60465116;62.01550388;19.37984496;90;120;205;21.68674699;28.91566265;49.39759036;1386;95;100;87.66603416;6.008855155;6.325110689;CADRE_EN_MASSE;OUVRIER_EN_MASSE
MEYNES;30166;0;195;-195;;0;22;-22;0;;2970;-2970;0;19384;19384;8.863636364;0;-8.863636364;1196.590909;0;-1196.590909;#DIV/0!;16.5;0;16.5;38.82783883;114;2457;938;2412;1589;19384;954;145;564;244;74.39664218;25.60335782;15.21511018;59.181532;25.60335782;140;210;424;18.0878553;27.13178295;54.78036176;2412;55;90;94.32929214;2.150958154;3.519749707;CADRE_EN_MASSE;OUVRIER_EN_MASSE
CREISSELS;12084;200;396;-196;;17;14;4;2295;;1890;540;18822;19747;925;28.28571429;11.76470588;-16.5210084;3818.571429;1588.235294;-2230.336134;0.765;9;8.666666667;0.333333333;41.56171285;218;1588;685;1598;1090;19747;660;70;480;110;83.33333333;16.66666667;10.60606061;72.72727273;16.66666667;50;210;285;9.174311927;38.53211009;52.29357798;1598;60;40;94.11071849;3.533568905;2.355712603;CADRE_EN_MASSE;OUVRIER_EN_MASSE
SAINT-CLEMENT-DE-RIVIERE;34247;624;821;-197;;13;13;1;1755;;1755;135;44022;32306;-11716;63.15384615;48;-15.15384615;8525.769231;6480;-2045.769231;0.138888889;6.666666667;6.25;0.416666667;35.72023314;682;4804;1810;4414;3016;32306;1716;232;1208;276;83.91608392;16.08391608;13.51981352;70.3962704;16.08391608;715;433;223;52.15171408;31.58278629;16.26549964;4414;140;91;95.02691066;3.013993541;1.959095802;CADRE_EN_MASSE;FAUX
BARJAC;48018;0;197;-197;;0;10;-10;0;;1350;-1350;0;20751;20751;19.7;0;-19.7;2659.5;0;-2659.5;#DIV/0!;8;0;8;47.17741935;18;744;295;718;476;20751;351;21;301;29;91.73789174;8.262108262;5.982905983;85.75498575;8.262108262;53;111;148;16.98717949;35.57692308;47.43589744;718;16;20;95.22546419;2.122015915;2.652519894;CADRE_EN_MASSE;OUVRIER_EN_MASSE
CASTELSARRASIN;82033;865;1063;-198;;85;106;-21;11475;;14310;-2835;109542;53085;-56457;10.02830189;10.17647059;0.148168701;1353.820755;1373.823529;20.00277469;1.94566474;19.8;15.125;4.675;36.60733745;1634;13765;5586;13245;8942;17695;5039;1991;1896;1151;77.15363239;22.84636761;39.51965066;37.63398174;22.84636761;265;564;1270;12.62505955;26.86993807;60.50500238;13245;655;1983;83.39104703;4.123906063;12.48504691;CADRE_EN_MASSE;OUVRIER_EN_MASSE
SAINT-COME-ET-MARUEJOLS;30245;0;198;-198;;0;21;-21;0;;2835;-2835;0;21266;21266;9.428571429;0;-9.428571429;1272.857143;0;-1272.857143;#DIV/0!;14.5;0;14.5;50.8496732;26;765;309;794;527;21266;389;51;286;51;86.8556701;13.1443299;13.1443299;73.71134021;13.1443299;63;132;130;19.38461538;40.61538462;40;794;28;27;93.52179034;3.297997644;3.180212014;CADRE_EN_MASSE;OUVRIER_EN_MASSE
MONTPEZAT;30182;0;198;-198;;0;18;-18;0;;2430;-2430;0;19036;19036;11;0;-11;1485;0;-1485;#DIV/0!;12;0;12;43.68471035;59;1053;430;1133;737;19036;460;68;299;94;79.60954447;20.39045553;14.7505423;64.85900217;20.39045553;40;139;175;11.29943503;39.26553672;49.43502825;1133;42;49;92.56535948;3.431372549;4.003267974;CADRE_EN_MASSE;OUVRIER_EN_MASSE
RIBAUTE-LES-TAVERNES;30214;0;198;-198;;0;13;-13;0;;1755;-1755;0;17476;17476;15.23076923;0;-15.23076923;2056.153846;0;-2056.153846;#DIV/0!;10.5;0;10.5;37.74050321;108;2027;807;2077;1355;17476;765;130;555;80;89.54248366;10.45751634;16.99346405;72.54901961;10.45751634;95;200;305;15.83333333;33.33333333;50.83333333;2077;100;50;93.26448137;4.490345757;2.245172878;CADRE_EN_MASSE;OUVRIER_EN_MASSE
BIOULE;82018;0;199;-199;;0;19;-19;0;;2565;-2565;0;20106;20106;10.47368421;0;-10.47368421;1413.947368;0;-1413.947368;#DIV/0!;12;0;12;44.66727438;33;1097;432;1102;724;20106;490;35;400;55;88.7755102;11.2244898;7.142857143;81.63265306;11.2244898;75;125;215;18.07228916;30.12048193;51.80722892;1102;40;25;94.43016281;3.427592117;2.142245073;CADRE_EN_MASSE;OUVRIER_EN_MASSE
CAUX;34063;0;199;-199;;0;7;-7;0;;945;-945;0;18352;18352;28.42857143;0;-28.42857143;3837.857143;0;-3837.857143;#DIV/0!;4;0;4;35.7480315;129;2540;1071;2485;1716;18352;908;200;589;120;86.79867987;13.20132013;22.00220022;64.79647965;13.20132013;65;210;365;10.15625;32.8125;57.03125;2485;115;105;91.86691312;4.251386322;3.881700555;CADRE_EN_MASSE;OUVRIER_EN_MASSE
VALADY;12288;0;200;-200;;0;16;-16;0;;2160;-2160;0;21172;21172;12.5;0;-12.5;1687.5;0;-1687.5;#DIV/0!;9.5;0;9.5;44.48116325;43;1513;613;1548;1024;21172;673;60;533;80;88.11292719;11.88707281;8.915304606;79.19762259;11.88707281;45;203;303;8.166969147;36.84210526;54.99092559;1548;45;50;94.2178941;2.73889227;3.043213634;CADRE_EN_MASSE;OUVRIER_EN_MASSE
LISSAC-ET-MOURET;46175;0;200;-200;;0;7;-7;0;;945;-945;0;21871;21871;28.57142857;0;-28.57142857;3857.142857;0;-3857.142857;#DIV/0!;6;0;6;39.13513514;46;925;383;916;626;21871;362;50;262;50;86.1878453;13.8121547;13.8121547;72.37569061;13.8121547;75;94;120;25.95155709;32.52595156;41.52249135;916;30;15;95.31737773;3.121748179;1.560874089;CADRE_EN_MASSE;OUVRIER_EN_MASSE
MONTLAUR;31384;0;201;-201;;0;34;-34;0;;4590;-4590;0;24807;24807;5.911764706;0;-5.911764706;798.0882353;0;-798.0882353;#DIV/0!;15.5;0;15.5;58.99159664;30;1190;487;1347;867;24807;702;38;598;67;90.46941679;9.530583215;5.405405405;85.06401138;9.530583215;196;254;194;30.43478261;39.44099379;30.1242236;1347;29;21;96.42090193;2.075876879;1.503221188;CADRE_EN_MASSE;FAUX
GER;64238;0;201;-201;;0;13;-13;0;;1755;-1755;0;22287;22287;15.46153846;0;-15.46153846;2087.307692;0;-2087.307692;#DIV/0!;9;0;9;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
CAUX-ET-SAUZENS;11084;0;201;-201;;0;8;-8;0;;1080;-1080;0;18927;18927;25.125;0;-25.125;3391.875;0;-3391.875;#DIV/0!;7;0;7;44.11764706;32;918;377;938;624;18927;405;40;307;58;85.67901235;14.32098765;9.87654321;75.80246914;14.32098765;58;101;157;18.35443038;31.96202532;49.6835443;938;45;27;92.87128713;4.455445545;2.673267327;CADRE_EN_MASSE;OUVRIER_EN_MASSE
SAINT-LEON;31495;0;203;-203;;0;40;-40;0;;5400;-5400;0;22348;22348;5.075;0;-5.075;685.125;0;-685.125;#DIV/0!;19;0;19;55.41195477;28;1238;429;1254;784;22348;686;57;506;122;82.18978102;17.81021898;8.321167883;73.86861314;17.81021898;141;171;215;26.75521822;32.44781784;40.79696395;1254;48;77;90.93546048;3.480783176;5.583756345;CADRE_EN_MASSE;OUVRIER_EN_MASSE
VACQUIERS;31563;0;203;-203;;0;32;-32;0;;4320;-4320;0;24427;24427;6.34375;0;-6.34375;856.40625;0;-856.40625;#DIV/0!;18;0;18;40.88888889;83;1350;481;1294;842;24427;552;51;414;87;84.23913043;15.76086957;9.239130435;75;15.76086957;188;127;115;43.72093023;29.53488372;26.74418605;1294;50;40;93.49710983;3.612716763;2.89017341;CADRE_EN_MASSE;FAUX
SAINT-GENIES-DE-FONTEDIT;34258;0;205;-205;;0;21;-21;0;;2835;-2835;0;19134;19134;9.761904762;0;-9.761904762;1317.857143;0;-1317.857143;#DIV/0!;12.5;0;12.5;39.11317009;56;1511;640;1541;1039;19134;591;96;399;96;83.75634518;16.24365482;16.24365482;67.51269036;16.24365482;65;176;185;15.25821596;41.31455399;43.42723005;1541;60;70;92.22022741;3.590664273;4.189108318;CADRE_EN_MASSE;OUVRIER_EN_MASSE
LAMOTHE-CAPDEVILLE;82090;0;205;-205;;0;11;-11;0;;1485;-1485;0;20597;20597;18.63636364;0;-18.63636364;2515.909091;0;-2515.909091;#DIV/0!;8.5;0;8.5;43.20987654;73;1053;425;1068;709;20597;455;81;303;71;84.3956044;15.6043956;17.8021978;66.59340659;15.6043956;50;55;210;15.87301587;17.46031746;66.66666667;1068;60;55;90.27895182;5.071851226;4.649196957;CADRE_EN_MASSE;OUVRIER_EN_MASSE
LALBENQUE;46148;0;206;-206;;0;20;-20;0;;2700;-2700;0;20613;20613;10.3;0;-10.3;1390.5;0;-1390.5;#DIV/0!;15.5;0;15.5;41.88948307;143;1683;721;1669;1142;20613;705;120;440;145;79.43262411;20.56737589;17.0212766;62.41134752;20.56737589;75;155;250;15.625;32.29166667;52.08333333;1669;65;120;90.02157497;3.505933118;6.472491909;CADRE_EN_MASSE;OUVRIER_EN_MASSE
VIELMUR-SUR-AGOUT;81315;0;206;-206;;0;13;-13;0;;1755;-1755;0;20091;20091;15.84615385;0;-15.84615385;2139.230769;0;-2139.230769;#DIV/0!;6.5;0;6.5;42;111;1500;583;1483;978;20091;630;102;451;77;87.77777778;12.22222222;16.19047619;71.58730159;12.22222222;80;133;266;16.70146138;27.76617954;55.53235908;1483;52;65;92.6875;3.25;4.0625;CADRE_EN_MASSE;OUVRIER_EN_MASSE
VILLENEUVE;12301;0;206;-206;;0;13;-13;0;;1755;-1755;0;20463;20463;15.84615385;0;-15.84615385;2139.230769;0;-2139.230769;#DIV/0!;8.5;0;8.5;37.51279427;240;1954;887;1945;1364;20463;733;203;381;149;79.67257844;20.32742156;27.69440655;51.9781719;20.32742156;80;135;184;20.05012531;33.83458647;46.11528822;1945;154;130;87.25886048;6.90892777;5.832211754;CADRE_EN_MASSE;OUVRIER_EN_MASSE
SAINT-SULPICE-SUR-LEZE;31517;0;208;-208;;0;47;-47;0;;6345;-6345;0;19274;19274;4.425531915;0;-4.425531915;597.4468085;0;-597.4468085;#DIV/0!;20;0;20;43.71584699;202;2196;927;2284;1520;19274;960;180;620;160;83.33333333;16.66666667;18.75;64.58333333;16.66666667;110;205;365;16.17647059;30.14705882;53.67647059;2284;125;125;90.13417522;4.932912391;4.932912391;CADRE_EN_MASSE;OUVRIER_EN_MASSE
DOUELLE;46088;0;208;-208;;0;13;-13;0;;1755;-1755;0;21166;21166;16;0;-16;2160;0;-2160;#DIV/0!;10.5;0;10.5;48.84004884;30;819;392;847;595;21166;400;65;320;15;96.25;3.75;16.25;80;3.75;35;130;160;10.76923077;40;49.23076923;847;30;15;94.95515695;3.3632287;1.68161435;CADRE_EN_MASSE;OUVRIER_EN_MASSE
DIEUPENTALE;82048;0;209;-209;;0;36;-36;0;;4860;-4860;0;20129;20129;5.805555556;0;-5.805555556;783.75;0;-783.75;#DIV/0!;19;0;19;45.65353346;69;1599;599;1661;1042;20129;730;30;585;115;84.24657534;15.75342466;4.109589041;80.1369863;15.75342466;105;220;340;15.78947368;33.08270677;51.12781955;1661;25;25;97.07773232;1.46113384;1.46113384;CADRE_EN_MASSE;OUVRIER_EN_MASSE
SAINT-CHRISTOL;34246;0;209;-209;;0;33;-33;0;;4455;-4455;0;22006;22006;6.333333333;0;-6.333333333;855;0;-855;#DIV/0!;19;0;19;38.87303852;80;1402;547;1372;914;22006;545;75;370;100;81.65137615;18.34862385;13.76146789;67.88990826;18.34862385;125;160;145;29.06976744;37.20930233;33.72093023;1372;65;35;93.20652174;4.41576087;2.377717391;CADRE_EN_MASSE;OUVRIER_EN_MASSE
SAINT-BAUZILE;48137;0;209;-209;;0;13;-13;0;;1755;-1755;0;22328;22328;16.07692308;0;-16.07692308;2170.384615;0;-2170.384615;#DIV/0!;9;0;9;46.3190184;27;652;245;632;415;22328;302;10;266;26;91.39072848;8.609271523;3.311258278;88.0794702;8.609271523;55;112;106;20.14652015;41.02564103;38.82783883;632;15;10;96.19482496;2.283105023;1.522070015;CADRE_EN_MASSE;OUVRIER_EN_MASSE
CEYRAS;34076;0;210;-210;;0;45;-45;0;;6075;-6075;0;38202;38202;4.666666667;0;-4.666666667;630;0;-630;#DIV/0!;15.66666667;0;15.66666667;43.27821711;77;1391;528;1381;892;19101;602;91;455;56;90.69767442;9.302325581;15.11627907;75.58139535;9.302325581;115;141;226;23.85892116;29.25311203;46.8879668;1381;50;50;93.24780554;3.376097232;3.376097232;CADRE_EN_MASSE;OUVRIER_EN_MASSE
VABRES-L'ABBAYE;12286;0;210;-210;;0;10;-10;0;;1350;-1350;0;19846;19846;21;0;-21;2835;0;-2835;#DIV/0!;7.5;0;7.5;45.81196581;122;1170;489;1195;803;19846;536;133;335;69;87.15083799;12.84916201;24.76722533;62.38361266;12.84916201;70;114;173;19.60784314;31.93277311;48.45938375;1195;109;55;87.93230316;8.020603385;4.047093451;CADRE_EN_MASSE;OUVRIER_EN_MASSE
SAINT-JEAN-DU-FALGA;9265;160;371;-211;;5;5;0;675;;675;0;17464;20237;2773;74.2;32;-42.2;10017;4320;-5697;0.104166667;3.333333333;3.666666667;-0.333333333;36.05180259;393;2857;1201;2730;1886;20237;1030;215;695;120;88.34951456;11.65048544;20.87378641;67.47572816;11.65048544;80;235;450;10.45751634;30.71895425;58.82352941;2730;85;150;92.07419899;2.866779089;5.059021922;CADRE_EN_MASSE;OUVRIER_EN_MASSE
MONTESQUIEU-VOLVESTRE;31375;0;211;-211;;0;64;-64;0;;8640;-8640;0;18922;18922;3.296875;0;-3.296875;445.078125;0;-445.078125;#DIV/0!;26.5;0;26.5;35.97580388;230;3141;1362;3117;2133;18922;1130;252;637;240;78.74224978;21.25775022;22.32063773;56.42161205;21.25775022;91;258;354;12.94452347;36.69985775;50.35561878;3117;174;204;89.18454936;4.978540773;5.836909871;CADRE_EN_MASSE;OUVRIER_EN_MASSE
ARGELLIERS;34012;0;213;-213;;0;30;-30;0;;4050;-4050;0;22301;22301;7.1;0;-7.1;958.5;0;-958.5;#DIV/0!;17.5;0;17.5;45.69138277;50;998;376;1016;654;22301;456;31;380;46;89.93435449;10.06564551;6.783369803;83.15098468;10.06564551;101;135;165;25.18703242;33.66583541;41.14713217;1016;35;10;95.75871819;3.298774741;0.942507069;CADRE_EN_MASSE;OUVRIER_EN_MASSE
CLARET;34078;0;214;-214;;0;38;-38;0;;5130;-5130;0;21321;21321;5.631578947;0;-5.631578947;760.2631579;0;-760.2631579;#DIV/0!;24.5;0;24.5;40.96978215;112;1423;599;1508;997;21321;583;104;361;118;79.75986278;20.24013722;17.83876501;61.92109777;20.24013722;115;139;123;30.50397878;36.87002653;32.62599469;1508;98;71;89.92248062;5.843768634;4.233750745;CADRE_EN_MASSE;OUVRIER_EN_MASSE
PUIMISSON;34223;0;214;-214;;0;12;-12;0;;1620;-1620;0;19821;19821;17.83333333;0;-17.83333333;2407.5;0;-2407.5;#DIV/0!;8.5;0;8.5;41.09195402;45;1044;437;1008;694;19821;429;75;289;65;84.84848485;15.15151515;17.48251748;67.36596737;15.15151515;70;75;160;22.95081967;24.59016393;52.45901639;1008;50;45;91.38712602;4.533091568;4.079782412;CADRE_EN_MASSE;OUVRIER_EN_MASSE
RIEUX-VOLVESTRE;31455;0;216;-216;;0;51;-51;0;;6885;-6885;0;19988;19988;4.235294118;0;-4.235294118;571.7647059;0;-571.7647059;#DIV/0!;22;0;22;44.75009686;232;2581;1059;2523;1702;19988;1155;255;675;225;80.51948052;19.48051948;22.07792208;58.44155844;19.48051948;180;205;375;23.68421053;26.97368421;49.34210526;2523;135;230;87.36149584;4.674515235;7.96398892;CADRE_EN_MASSE;OUVRIER_EN_MASSE
CESSENON-SUR-ORB;34074;0;216;-216;;0;23;-23;0;;3105;-3105;0;17794;17794;9.391304348;0;-9.391304348;1267.826087;0;-1267.826087;#DIV/0!;15.5;0;15.5;38.63636364;157;2200;979;2215;1533;17794;850;200;545;105;87.64705882;12.35294118;23.52941176;64.11764706;12.35294118;45;140;370;8.108108108;25.22522523;66.66666667;2215;115;155;89.13480885;4.6277666;6.237424547;CADRE_EN_MASSE;OUVRIER_EN_MASSE
MONTBLANC;34166;0;217;-217;;0;19;-19;0;;2565;-2565;0;18789;18789;11.42105263;0;-11.42105263;1541.842105;0;-1541.842105;#DIV/0!;13;0;13;37.27789623;299;2814;1125;2777;1847;18789;1049;262;623;165;84.28571429;15.71428571;24.95238095;59.33333333;15.71428571;120;236;304;18.18181818;35.75757576;46.06060606;2777;188;132;89.66742008;6.070390701;4.262189215;CADRE_EN_MASSE;OUVRIER_EN_MASSE
NAVES;81195;0;219;-219;;0;10;-10;0;;1350;-1350;0;22158;22158;21.9;0;-21.9;2956.5;0;-2956.5;#DIV/0!;6.5;0;6.5;43.19526627;34;676;286;717;484;22158;292;10;252;30;89.7260274;10.2739726;3.424657534;86.30136986;10.2739726;50;80;140;18.51851852;29.62962963;51.85185185;717;10;5;97.95081967;1.366120219;0.683060109;CADRE_EN_MASSE;OUVRIER_EN_MASSE
LES MAGES;30152;0;220;-220;;0;22;-22;0;;2970;-2970;0;36822;36822;10;0;-10;1350;0;-1350;#DIV/0!;12.66666667;0;12.66666667;39.01477833;86;2030;870;2047;1390;18411;792;105;549;139;82.47162673;17.52837327;13.2408575;69.23076923;17.52837327;76;205;328;12.47947455;33.66174056;53.85878489;2047;53;84;93.72710623;2.426739927;3.846153846;CADRE_EN_MASSE;OUVRIER_EN_MASSE
HORGUES;65223;0;221;-221;;0;7;-7;0;;945;-945;0;26198;26198;31.57142857;0;-31.57142857;4262.142857;0;-4262.142857;#DIV/0!;7;0;7;45.14187446;31;1163;478;1214;809;26198;525;45;420;60;88.57142857;11.42857143;8.571428571;80;11.42857143;155;150;165;32.9787234;31.91489362;35.10638298;1214;25;25;96.0443038;1.977848101;1.977848101;CADRE_EN_MASSE;OUVRIER_EN_MASSE
ORDAN-LARROQUE;32301;0;222;-222;;0;9;-9;0;;1215;-1215;0;22153;22153;24.66666667;0;-24.66666667;3330;0;-3330;#DIV/0!;7.5;0;7.5;44.27645788;46;926;351;881;589;22153;410;45;330;35;91.46341463;8.536585366;10.97560976;80.48780488;8.536585366;60;115;170;17.39130435;33.33333333;49.27536232;881;35;20;94.12393162;3.739316239;2.136752137;CADRE_EN_MASSE;OUVRIER_EN_MASSE
VALRAS-PLAGE;34324;148;372;-224;;5;21;-16;675;;2835;-2160;19122;36552;17430;17.71428571;29.6;11.88571429;2391.428571;3996;1604.571429;0.261824324;7.75;3.333333333;4.416666667;25.85758221;264;4227;2742;4887;3723;18276;1093;239;655;199;81.79322964;18.20677036;21.86642269;59.92680695;18.20677036;87;210;420;12.13389121;29.28870293;58.57740586;4887;99;173;94.7276604;1.918976546;3.353363055;CADRE_EN_MASSE;OUVRIER_EN_MASSE
FIRMI;12100;0;224;-224;;0;22;-22;0;;2970;-2970;0;40032;40032;10.18181818;0;-10.18181818;1374.545455;0;-1374.545455;#DIV/0!;10.66666667;0;10.66666667;35.23146252;160;2441;1114;2391;1693;20016;860;151;609;100;88.37209302;11.62790698;17.55813953;70.81395349;11.62790698;64;172;399;10.07874016;27.08661417;62.83464567;2391;84;124;91.99692189;3.232012312;4.771065795;CADRE_EN_MASSE;OUVRIER_EN_MASSE
BEAUMONT-SUR-LEZE;31052;0;225;-225;;0;33;-33;0;;4455;-4455;0;22380;22380;6.818181818;0;-6.818181818;920.4545455;0;-920.4545455;#DIV/0!;17.5;0;17.5;45.43676662;81;1534;602;1578;1040;22380;697;98;509;90;87.08751793;12.91248207;14.06025825;73.02725968;12.91248207;142;191;222;25.58558559;34.41441441;40;1578;53;53;93.70546318;3.147268409;3.147268409;CADRE_EN_MASSE;OUVRIER_EN_MASSE
GOYRANS;31227;0;225;-225;;0;24;-24;0;;3240;-3240;0;34287;34287;9.375;0;-9.375;1265.625;0;-1265.625;#DIV/0!;14;0;14;43.77880184;14;868;317;895;576;34287;380;40;290;50;86.84210526;13.15789474;10.52631579;76.31578947;13.15789474;190;140;10;55.88235294;41.17647059;2.941176471;895;15;0;98.35164835;1.648351648;0;CADRE_EN_MASSE;FAUX
ARCAMBAL;46007;0;225;-225;;0;12;-12;0;;1620;-1620;0;20866;20866;18.75;0;-18.75;2531.25;0;-2531.25;#DIV/0!;9;0;9;44.81037924;49;1002;401;958;648;20866;449;90;329;30;93.31848552;6.681514477;20.04454343;73.27394209;6.681514477;60;130;150;17.64705882;38.23529412;44.11764706;958;25;70;90.97815764;2.374169041;6.647673314;CADRE_EN_MASSE;OUVRIER_EN_MASSE
ORGUEIL;82136;0;226;-226;;0;58;-58;0;;7830;-7830;0;38816;38816;3.896551724;0;-3.896551724;526.0344828;0;-526.0344828;#DIV/0!;22.66666667;0;22.66666667;44.86386139;38;1616;569;1603;1016;19408;725;104;566;55;92.4137931;7.586206897;14.34482759;78.06896552;7.586206897;85;170;335;14.40677966;28.81355932;56.77966102;1603;60;60;93.03540337;3.482298317;3.482298317;CADRE_EN_MASSE;OUVRIER_EN_MASSE
LUC-SUR-ORBIEU;11210;0;226;-226;;0;29;-29;0;;3915;-3915;0;34596;34596;7.793103448;0;-7.793103448;1052.068966;0;-1052.068966;#DIV/0!;13.66666667;0;13.66666667;37.18061674;45;1135;480;1157;779;17298;422;74;298;50;88.15165877;11.84834123;17.53554502;70.61611374;11.84834123;50;85;175;16.12903226;27.41935484;56.4516129;1157;60;35;92.41214058;4.792332268;2.795527157;CADRE_EN_MASSE;OUVRIER_EN_MASSE
SAINT-FELIU-D'AMONT;66173;0;226;-226;;0;17;-17;0;;2295;-2295;0;19176;19176;13.29411765;0;-13.29411765;1794.705882;0;-1794.705882;#DIV/0!;10;0;10;47.67556874;24;1011;411;1032;681;19176;482;43;374;65;86.51452282;13.48547718;8.921161826;77.593361;13.48547718;29;141;246;6.971153846;33.89423077;59.13461538;1032;17;44;94.41903019;1.555352242;4.025617566;CADRE_EN_MASSE;OUVRIER_EN_MASSE
ANDREST;65007;0;226;-226;;0;13;-13;0;;1755;-1755;0;20407;20407;17.38461538;0;-17.38461538;2346.923077;0;-2346.923077;#DIV/0!;8.5;0;8.5;38.62508859;67;1411;585;1433;963;20407;545;35;445;65;88.0733945;11.9266055;6.422018349;81.65137615;11.9266055;50;175;270;10.1010101;35.35353535;54.54545455;1433;15;35;96.62845583;1.01146325;2.360080917;CADRE_EN_MASSE;OUVRIER_EN_MASSE
CEPET;31136;0;227;-227;;0;22;-22;0;;2970;-2970;0;23146;23146;10.31818182;0;-10.31818182;1392.954545;0;-1392.954545;#DIV/0!;13.5;0;13.5;38.85236103;100;1673;585;1461;970;23146;650;71;512;67;89.69230769;10.30769231;10.92307692;78.76923077;10.30769231;84;217;260;14.97326203;38.68092692;46.34581105;1461;31;31;95.92908733;2.035456336;2.035456336;CADRE_EN_MASSE;OUVRIER_EN_MASSE
MONCLAR-DE-QUERCY;82115;0;228;-228;;0;21;-21;0;;2835;-2835;0;18302;18302;10.85714286;0;-10.85714286;1465.714286;0;-1465.714286;#DIV/0!;13.5;0;13.5;36.12836439;124;1932;684;1665;1102;18302;698;167;453;77;88.95265423;11.04734577;23.95982783;64.9928264;11.04734577;80;139;261;16.66666667;28.95833333;54.375;1665;95;90;90;5.135135135;4.864864865;CADRE_EN_MASSE;OUVRIER_EN_MASSE
LIEURAN-LES-BEZIERS;34139;0;228;-228;;0;8;-8;0;;1080;-1080;0;20663;20663;28.5;0;-28.5;3847.5;0;-3847.5;#DIV/0!;6;0;6;37.15498938;49;1413;570;1397;933;20663;525;105;375;45;91.42857143;8.571428571;20;71.42857143;8.571428571;35;100;255;8.974358974;25.64102564;65.38461538;1397;75;45;92.08965063;4.943968359;2.966381015;CADRE_EN_MASSE;OUVRIER_EN_MASSE
CAVANAC;11085;0;228;-228;;0;7;-7;0;;945;-945;0;19308;19308;32.57142857;0;-32.57142857;4397.142857;0;-4397.142857;#DIV/0!;6.5;0;6.5;43.8752784;47;898;378;933;626;19308;394;45;279;69;82.44274809;17.55725191;11.45038168;70.99236641;17.55725191;44;76;197;13.88012618;23.97476341;62.14511041;933;45;15;93.95770393;4.531722054;1.510574018;CADRE_EN_MASSE;OUVRIER_EN_MASSE
SOREZE;81288;105;334;-229;;10;10;0;1350;;1350;0;18751;18607;-144;33.4;10.5;-22.9;4509;1417.5;-3091.5;0.476190476;5;4.666666667;0.333333333;41.99637024;318;2755;1181;2694;1856;18607;1157;237;715;205;82.28176318;17.71823682;20.48401037;61.79775281;17.71823682;129;209;424;16.92913386;27.42782152;55.64304462;2694;165;170;88.94024431;5.447342357;5.612413338;CADRE_EN_MASSE;OUVRIER_EN_MASSE
LEDENON;30145;0;229;-229;;0;19;-19;0;;2565;-2565;0;19679;19679;12.05263158;0;-12.05263158;1627.105263;0;-1627.105263;#DIV/0!;15.5;0;15.5;43.69918699;129;1476;588;1540;1007;19679;645;125;405;115;82.17054264;17.82945736;19.37984496;62.79069767;17.82945736;70;90;295;15.38461538;19.78021978;64.83516484;1540;45;100;91.39465875;2.670623145;5.934718101;CADRE_EN_MASSE;OUVRIER_EN_MASSE
